ID,Date,IUCR,CrimeType,Location Description,Arrest,Domestic,Ward,Community Area,FBI Code,Year,Updated On,Latitude,Longitude,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats,OnlyDate,Time,time_hour,hourofday,sin_time,cos_time,XAxis,YAxis
11858967,10/12/2019 09:26:00 PM,486,BATTERY,RESIDENCE,0,1,6.0,69.0,08B,2019,10/19/2019 04:04:21 PM,41.760986379,-87.62320182100002,21546.0,67.0,474.0,32.0,61.0,18.0,223.0,2019-10-12,09:26:00 PM,21:26:00,21,-0.5195839500354336,0.8544194045464886,1177994.0,1856294.0
11859040,10/12/2019 09:25:00 PM,810,THEFT,STREET,0,1,14.0,63.0,06,2019,10/19/2019 04:04:21 PM,41.798543955,-87.700038069,22248.0,61.0,777.0,8.0,56.0,23.0,120.0,2019-10-12,09:25:00 PM,21:25:00,21,-0.5195839500354336,0.8544194045464886,1156930.0,1869816.0
11858993,10/12/2019 09:24:00 PM,486,BATTERY,RESIDENCE,1,1,3.0,68.0,08B,2019,10/19/2019 04:04:21 PM,41.793372488,-87.631806919,21559.0,66.0,166.0,9.0,11.0,17.0,135.0,2019-10-12,09:24:00 PM,21:24:00,21,-0.5195839500354336,0.8544194045464886,1175550.0,1868076.0
11858928,10/12/2019 09:22:00 PM,2024,NARCOTICS,SIDEWALK,1,0,27.0,27.0,18,2019,10/19/2019 04:04:21 PM,41.882272177,-87.706159793,21572.0,28.0,39.0,23.0,30.0,16.0,86.0,2019-10-12,09:22:00 PM,21:22:00,21,-0.5195839500354336,0.8544194045464886,1155038.0,1900314.0
11859030,10/12/2019 09:20:00 PM,486,BATTERY,RESIDENCE,0,1,14.0,57.0,08B,2019,10/19/2019 04:04:21 PM,41.805173132,-87.724726854,22248.0,54.0,697.0,8.0,56.0,13.0,105.0,2019-10-12,09:20:00 PM,21:20:00,21,-0.5195839500354336,0.8544194045464886,1150181.0,1872183.0
11858931,10/12/2019 09:15:00 PM,1320,CRIMINAL DAMAGE,STREET,0,0,22.0,29.0,14,2019,10/19/2019 04:04:21 PM,41.851411879000004,-87.733688769,21569.0,30.0,125.0,14.0,57.0,21.0,109.0,2019-10-12,09:15:00 PM,21:15:00,21,-0.5195839500354336,0.8544194045464886,1147620.0,1889015.0
11858992,10/12/2019 09:11:00 PM,325,ROBBERY,COMMERCIAL / BUSINESS OFFICE,0,0,23.0,62.0,03,2019,10/19/2019 04:04:21 PM,41.796216156999996,-87.723245665,22248.0,60.0,792.0,6.0,56.0,13.0,129.0,2019-10-12,09:11:00 PM,21:11:00,21,-0.5195839500354336,0.8544194045464886,1150608.0,1868922.0
11858980,10/12/2019 09:09:00 PM,530,ASSAULT,RESIDENCE PORCH/HALLWAY,0,0,21.0,73.0,04A,2019,10/19/2019 04:04:21 PM,41.721262518,-87.658727525,22212.0,72.0,592.0,13.0,13.0,9.0,252.0,2019-10-12,09:09:00 PM,21:09:00,21,-0.5195839500354336,0.8544194045464886,1168415.0,1841741.0
11858971,10/12/2019 09:08:00 PM,143,WEAPONS VIOLATION,STREET,1,0,9.0,54.0,15,2019,10/19/2019 04:04:21 PM,41.654743513,-87.596742692,4460.0,51.0,10.0,43.0,47.0,10.0,221.0,2019-10-12,09:08:00 PM,21:08:00,21,-0.5195839500354336,0.8544194045464886,1185544.0,1817641.0
11858966,10/12/2019 09:00:00 PM,495,BATTERY,RESIDENCE,0,0,21.0,44.0,04B,2019,10/19/2019 04:04:21 PM,41.746570180999996,-87.632976273,21554.0,40.0,1.0,13.0,59.0,20.0,236.0,2019-10-12,09:00:00 PM,21:00:00,21,-0.5195839500354336,0.8544194045464886,1175370.0,1851019.0
11860483,10/12/2019 09:00:00 PM,1310,CRIMINAL DAMAGE,APARTMENT,0,0,27.0,23.0,14,2019,10/19/2019 04:04:21 PM,41.892272884,-87.717440276,21572.0,24.0,584.0,46.0,30.0,16.0,82.0,2019-10-12,09:00:00 PM,21:00:00,21,-0.5195839500354336,0.8544194045464886,1151940.0,1903936.0
11858974,10/12/2019 09:00:00 PM,420,BATTERY,SIDEWALK,0,0,27.0,23.0,04B,2019,10/19/2019 04:04:21 PM,41.894439594,-87.712622632,21572.0,24.0,584.0,46.0,30.0,16.0,65.0,2019-10-12,09:00:00 PM,21:00:00,21,-0.5195839500354336,0.8544194045464886,1153246.0,1904735.0
11859004,10/12/2019 09:00:00 PM,320,ROBBERY,STREET,0,0,16.0,68.0,03,2019,10/19/2019 04:04:21 PM,41.791350864,-87.654802831,22257.0,65.0,297.0,2.0,23.0,17.0,266.0,2019-10-12,09:00:00 PM,21:00:00,21,-0.5195839500354336,0.8544194045464886,1169285.0,1867289.0
11859223,10/12/2019 09:00:00 PM,520,ASSAULT,BARBERSHOP,0,0,16.0,66.0,04A,2019,10/19/2019 04:04:21 PM,41.779091808000004,-87.694968318,21867.0,64.0,319.0,31.0,58.0,13.0,276.0,2019-10-12,09:00:00 PM,21:00:00,21,-0.5195839500354336,0.8544194045464886,1158365.0,1862738.0
11859719,10/12/2019 09:00:00 PM,890,THEFT,BAR OR TAVERN,0,0,44.0,6.0,06,2019,10/19/2019 04:04:21 PM,41.949837364000004,-87.658635101,21186.0,57.0,691.0,25.0,53.0,5.0,12.0,2019-10-12,09:00:00 PM,21:00:00,21,-0.5195839500354336,0.8544194045464886,1167786.0,1925033.0
11858907,10/12/2019 09:00:00 PM,560,ASSAULT,APARTMENT,0,0,17.0,66.0,08A,2019,10/19/2019 04:04:21 PM,41.77447889,-87.69205555100002,21867.0,64.0,382.0,31.0,58.0,13.0,208.0,2019-10-12,09:00:00 PM,21:00:00,21,-0.5195839500354336,0.8544194045464886,1159172.0,1861063.0
11859395,10/12/2019 09:00:00 PM,31,ROBBERY,SIDEWALK,0,0,5.0,43.0,03,2019,10/19/2019 04:04:21 PM,41.754669784,-87.586112773,22538.0,39.0,188.0,33.0,24.0,19.0,224.0,2019-10-12,09:00:00 PM,21:00:00,21,-0.5195839500354336,0.8544194045464886,1188133.0,1854078.0
11860732,10/12/2019 09:00:00 PM,910,MOTOR VEHICLE THEFT,STREET,0,0,47.0,3.0,07,2019,10/19/2019 04:04:21 PM,41.968966095,-87.663596057,22616.0,31.0,633.0,18.0,15.0,2.0,36.0,2019-10-12,09:00:00 PM,21:00:00,21,-0.5195839500354336,0.8544194045464886,1166382.0,1931993.0
11859300,10/12/2019 09:00:00 PM,486,BATTERY,APARTMENT,0,1,27.0,23.0,08B,2019,10/19/2019 04:04:21 PM,41.891851273,-87.710502796,21572.0,24.0,177.0,46.0,30.0,16.0,65.0,2019-10-12,09:00:00 PM,21:00:00,21,-0.5195839500354336,0.8544194045464886,1153830.0,1903796.0
11861527,10/12/2019 09:00:00 PM,810,THEFT,STREET,0,0,7.0,48.0,06,2019,10/19/2019 04:04:21 PM,41.727514283000005,-87.573052535,21202.0,44.0,492.0,37.0,25.0,19.0,246.0,2019-10-12,09:00:00 PM,21:00:00,21,-0.5195839500354336,0.8544194045464886,1191784.0,1844214.0
11859645,10/12/2019 08:51:00 PM,1310,CRIMINAL DAMAGE,RESTAURANT,0,0,47.0,5.0,14,2019,10/19/2019 04:04:21 PM,41.95122099,-87.676714619,21186.0,46.0,644.0,18.0,53.0,5.0,19.0,2019-10-12,08:51:00 PM,20:51:00,20,-0.730835964278124,0.6825531432186542,1162864.0,1925499.0
11860354,10/12/2019 08:49:00 PM,810,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,43.0,7.0,06,2019,10/19/2019 04:04:21 PM,41.922436889000004,-87.64623207,21190.0,68.0,798.0,34.0,16.0,14.0,149.0,2019-10-12,08:49:00 PM,20:49:00,20,-0.730835964278124,0.6825531432186542,1171240.0,1915075.0
11859740,10/12/2019 08:47:00 PM,860,THEFT,DEPARTMENT STORE,0,0,42.0,32.0,06,2019,10/19/2019 04:04:21 PM,41.884493832,-87.627021129,14310.0,38.0,580.0,36.0,42.0,22.0,88.0,2019-10-12,08:47:00 PM,20:47:00,20,-0.730835964278124,0.6825531432186542,1176582.0,1901291.0
11858916,10/12/2019 08:45:00 PM,2820,OTHER OFFENSE,OTHER,0,1,49.0,1.0,08A,2019,10/19/2019 04:04:21 PM,42.01034291,-87.66592922,21853.0,10.0,358.0,5.0,9.0,11.0,37.0,2019-10-12,08:45:00 PM,20:45:00,20,-0.730835964278124,0.6825531432186542,1165630.0,1947066.0
11859021,10/12/2019 08:44:00 PM,610,BURGLARY,RESIDENCE,0,0,17.0,66.0,05,2019,10/19/2019 04:04:21 PM,41.774941308,-87.693286416,21867.0,64.0,382.0,31.0,58.0,13.0,208.0,2019-10-12,08:44:00 PM,20:44:00,20,-0.730835964278124,0.6825531432186542,1158835.0,1861229.0
11858994,10/12/2019 08:43:00 PM,143,WEAPONS VIOLATION,STREET,0,0,4.0,35.0,15,2019,10/19/2019 04:04:21 PM,41.824129218,-87.612565499,4301.0,2.0,582.0,10.0,36.0,24.0,101.0,2019-10-12,08:43:00 PM,20:43:00,20,-0.730835964278124,0.6825531432186542,1180703.0,1879327.0
11858958,10/12/2019 08:38:00 PM,502,OTHER OFFENSE,STREET,1,0,9.0,49.0,26,2019,10/19/2019 04:04:21 PM,41.708333392,-87.62354353200001,21861.0,45.0,570.0,43.0,19.0,10.0,250.0,2019-10-12,08:38:00 PM,20:38:00,20,-0.730835964278124,0.6825531432186542,1178059.0,1837107.0
11859048,10/12/2019 08:36:00 PM,143,WEAPONS VIOLATION,STREET,1,0,16.0,66.0,15,2019,10/19/2019 04:04:21 PM,41.772785449000004,-87.684685501,21867.0,64.0,382.0,2.0,58.0,13.0,207.0,2019-10-12,08:36:00 PM,20:36:00,20,-0.730835964278124,0.6825531432186542,1161187.0,1860461.0
11859745,10/12/2019 08:36:00 PM,860,THEFT,DEPARTMENT STORE,0,0,42.0,32.0,06,2019,10/19/2019 04:04:21 PM,41.884493832,-87.627021129,14310.0,38.0,580.0,36.0,42.0,22.0,88.0,2019-10-12,08:36:00 PM,20:36:00,20,-0.730835964278124,0.6825531432186542,1176582.0,1901291.0
11860834,10/12/2019 08:35:00 PM,1365,CRIMINAL TRESPASS,APARTMENT,0,0,49.0,1.0,26,2019,10/19/2019 04:04:21 PM,42.01129255,-87.681233904,22528.0,10.0,44.0,5.0,12.0,11.0,33.0,2019-10-12,08:35:00 PM,20:35:00,20,-0.730835964278124,0.6825531432186542,1161468.0,1947380.0
11859008,10/12/2019 08:35:00 PM,1822,NARCOTICS,VEHICLE NON-COMMERCIAL,1,0,24.0,25.0,18,2019,10/19/2019 04:04:21 PM,41.874959427,-87.746257594,22216.0,26.0,69.0,7.0,32.0,25.0,137.0,2019-10-12,08:35:00 PM,20:35:00,20,-0.730835964278124,0.6825531432186542,1144137.0,1897572.0
11858937,10/12/2019 08:30:00 PM,486,BATTERY,APARTMENT,0,1,4.0,36.0,08B,2019,10/19/2019 04:04:21 PM,41.827440111,-87.607109139,4301.0,2.0,221.0,10.0,36.0,24.0,101.0,2019-10-12,08:30:00 PM,20:30:00,20,-0.730835964278124,0.6825531432186542,1182180.0,1880546.0
11859461,10/12/2019 08:30:00 PM,560,ASSAULT,STREET,0,0,20.0,61.0,08A,2019,10/19/2019 04:04:21 PM,41.803105398,-87.669019496,14924.0,59.0,740.0,4.0,37.0,23.0,119.0,2019-10-12,08:30:00 PM,20:30:00,20,-0.730835964278124,0.6825531432186542,1165375.0,1871542.0
11858973,10/12/2019 08:30:00 PM,483,BATTERY,STREET,0,0,24.0,29.0,04B,2019,10/19/2019 04:04:21 PM,41.86787891,-87.705716745,21184.0,30.0,98.0,14.0,30.0,16.0,140.0,2019-10-12,08:30:00 PM,20:30:00,20,-0.730835964278124,0.6825531432186542,1155197.0,1895070.0
11859217,10/12/2019 08:30:00 PM,910,MOTOR VEHICLE THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,8.0,44.0,07,2019,10/19/2019 04:04:21 PM,41.727501666,-87.60629785299999,21546.0,40.0,430.0,43.0,61.0,20.0,248.0,2019-10-12,08:30:00 PM,20:30:00,20,-0.730835964278124,0.6825531432186542,1182709.0,1844131.0
11858933,10/12/2019 08:30:00 PM,1812,NARCOTICS,SIDEWALK,1,0,29.0,25.0,18,2019,10/19/2019 04:04:21 PM,41.874942359,-87.747752173,22216.0,26.0,69.0,7.0,32.0,25.0,137.0,2019-10-12,08:30:00 PM,20:30:00,20,-0.730835964278124,0.6825531432186542,1143730.0,1897563.0
11858964,10/12/2019 08:30:00 PM,1320,CRIMINAL DAMAGE,STREET,0,0,10.0,48.0,14,2019,10/19/2019 04:04:21 PM,41.725797125,-87.553917489,21202.0,44.0,493.0,47.0,25.0,19.0,238.0,2019-10-12,08:30:00 PM,20:30:00,20,-0.730835964278124,0.6825531432186542,1197013.0,1843635.0
11859072,10/12/2019 08:30:00 PM,31,ROBBERY,CTA BUS,0,0,37.0,23.0,03,2019,10/19/2019 04:04:21 PM,41.895826124,-87.726096446,4299.0,24.0,99.0,45.0,5.0,16.0,68.0,2019-10-12,08:30:00 PM,20:30:00,20,-0.730835964278124,0.6825531432186542,1149574.0,1905214.0
11862607,10/12/2019 08:30:00 PM,820,THEFT,STREET,0,0,22.0,30.0,06,2019,10/19/2019 04:04:21 PM,41.838883724,-87.71494696200001,21569.0,32.0,234.0,28.0,57.0,21.0,166.0,2019-10-12,08:30:00 PM,20:30:00,20,-0.730835964278124,0.6825531432186542,1152759.0,1884486.0
11859105,10/12/2019 08:30:00 PM,486,BATTERY,RESIDENCE,0,1,2.0,7.0,08B,2019,10/19/2019 04:04:21 PM,41.924638233,-87.662086581,21190.0,68.0,210.0,11.0,16.0,14.0,186.0,2019-10-12,08:30:00 PM,20:30:00,20,-0.730835964278124,0.6825531432186542,1166919.0,1915843.0
11862163,10/12/2019 08:30:00 PM,1130,DECEPTIVE PRACTICE,OTHER,0,0,6.0,44.0,11,2019,10/19/2019 04:04:21 PM,41.742034926,-87.60880880399998,21546.0,40.0,140.0,32.0,61.0,20.0,241.0,2019-10-12,08:30:00 PM,20:30:00,20,-0.730835964278124,0.6825531432186542,1181979.0,1849421.0
11861270,10/12/2019 08:30:00 PM,870,THEFT,SMALL RETAIL STORE,0,0,28.0,31.0,06,2019,10/19/2019 04:04:21 PM,41.852002281,-87.688672081,14920.0,32.0,203.0,23.0,43.0,21.0,151.0,2019-10-12,08:30:00 PM,20:30:00,20,-0.730835964278124,0.6825531432186542,1159883.0,1889319.0
11858919,10/12/2019 08:28:00 PM,5111,OTHER OFFENSE,OTHER,1,0,36.0,19.0,26,2019,10/19/2019 04:04:21 PM,41.917702984,-87.750958509,22615.0,19.0,306.0,44.0,2.0,6.0,188.0,2019-10-12,08:28:00 PM,20:28:00,20,-0.730835964278124,0.6825531432186542,1142751.0,1913139.0
11858946,10/12/2019 08:26:00 PM,2025,NARCOTICS,STREET,1,0,10.0,52.0,18,2019,10/19/2019 04:04:21 PM,41.700909033,-87.53316971,21202.0,49.0,715.0,47.0,25.0,19.0,247.0,2019-10-12,08:26:00 PM,20:26:00,20,-0.730835964278124,0.6825531432186542,1202761.0,1834618.0
11862962,10/12/2019 08:25:00 PM,820,THEFT,RESIDENCE,0,0,43.0,7.0,06,2019,10/19/2019 04:04:21 PM,41.923471298,-87.65869983,21190.0,68.0,210.0,34.0,16.0,14.0,186.0,2019-10-12,08:25:00 PM,20:25:00,20,-0.730835964278124,0.6825531432186542,1167844.0,1915425.0
11858918,10/12/2019 08:25:00 PM,1310,CRIMINAL DAMAGE,OTHER,0,0,16.0,66.0,14,2019,10/19/2019 04:04:21 PM,41.786315994,-87.699150071,21867.0,64.0,764.0,2.0,58.0,13.0,269.0,2019-10-12,08:25:00 PM,20:25:00,20,-0.730835964278124,0.6825531432186542,1157205.0,1865362.0
11858891,10/12/2019 08:23:00 PM,820,THEFT,SIDEWALK,0,0,14.0,57.0,06,2019,10/19/2019 04:04:21 PM,41.820512523000005,-87.723994635,22248.0,54.0,563.0,8.0,56.0,13.0,105.0,2019-10-12,08:23:00 PM,20:23:00,20,-0.730835964278124,0.6825531432186542,1150341.0,1877774.0
11858972,10/12/2019 08:21:00 PM,31,ROBBERY,ALLEY,0,0,37.0,23.0,03,2019,10/19/2019 04:04:21 PM,41.89903891,-87.724405731,4299.0,24.0,456.0,45.0,5.0,16.0,66.0,2019-10-12,08:21:00 PM,20:21:00,20,-0.730835964278124,0.6825531432186542,1150026.0,1906388.0
11858883,10/12/2019 08:21:00 PM,1310,CRIMINAL DAMAGE,RESIDENCE,0,0,20.0,42.0,14,2019,10/19/2019 04:04:21 PM,41.781776219,-87.599474074,22260.0,9.0,427.0,4.0,60.0,18.0,273.0,2019-10-12,08:21:00 PM,20:21:00,20,-0.730835964278124,0.6825531432186542,1184403.0,1863924.0
11858903,10/12/2019 08:20:00 PM,486,BATTERY,APARTMENT,0,1,24.0,29.0,08B,2019,10/19/2019 04:04:21 PM,41.851409748,-87.733806244,21569.0,30.0,125.0,14.0,57.0,21.0,109.0,2019-10-12,08:20:00 PM,20:20:00,20,-0.730835964278124,0.6825531432186542,1147588.0,1889014.0
11859006,10/12/2019 08:19:00 PM,486,BATTERY,RESIDENTIAL YARD (FRONT/BACK),1,1,8.0,46.0,08B,2019,10/19/2019 04:04:21 PM,41.748065075,-87.56830637700001,21202.0,42.0,507.0,35.0,25.0,19.0,222.0,2019-10-12,08:19:00 PM,20:19:00,20,-0.730835964278124,0.6825531432186542,1193013.0,1851714.0
11859108,10/12/2019 08:15:00 PM,31,ROBBERY,ALLEY,0,0,28.0,25.0,03,2019,10/19/2019 04:04:21 PM,41.879438326,-87.74523983200001,22216.0,26.0,69.0,23.0,32.0,16.0,90.0,2019-10-12,08:15:00 PM,20:15:00,20,-0.730835964278124,0.6825531432186542,1144403.0,1899206.0
11859019,10/12/2019 08:10:00 PM,143,WEAPONS VIOLATION,PARKING LOT/GARAGE(NON.RESID.),1,0,8.0,43.0,15,2019,10/19/2019 04:04:21 PM,41.757614433,-87.58611526600002,22538.0,39.0,188.0,35.0,61.0,19.0,224.0,2019-10-12,08:10:00 PM,20:10:00,20,-0.730835964278124,0.6825531432186542,1188123.0,1855151.0
11858924,10/12/2019 08:10:00 PM,2031,NARCOTICS,STREET,1,0,35.0,14.0,18,2019,10/19/2019 04:04:21 PM,41.968330806,-87.719815392,21849.0,14.0,119.0,12.0,20.0,1.0,9.0,2019-10-12,08:10:00 PM,20:10:00,20,-0.730835964278124,0.6825531432186542,1151095.0,1931647.0
11858970,10/12/2019 08:09:00 PM,143,WEAPONS VIOLATION,STREET,1,0,14.0,57.0,15,2019,10/19/2019 04:04:21 PM,41.807871389,-87.72432718299999,22248.0,54.0,591.0,8.0,56.0,13.0,105.0,2019-10-12,08:09:00 PM,20:09:00,20,-0.730835964278124,0.6825531432186542,1150283.0,1873167.0
11858860,10/12/2019 08:08:00 PM,860,THEFT,DEPARTMENT STORE,0,0,49.0,1.0,06,2019,10/19/2019 04:04:21 PM,42.018311737,-87.675866628,21853.0,10.0,489.0,5.0,9.0,11.0,33.0,2019-10-12,08:08:00 PM,20:08:00,20,-0.730835964278124,0.6825531432186542,1162907.0,1949949.0
11858885,10/12/2019 08:06:00 PM,1310,CRIMINAL DAMAGE,CONVENIENCE STORE,0,0,6.0,69.0,14,2019,10/19/2019 04:04:21 PM,41.765558228,-87.622733535,21546.0,67.0,514.0,32.0,60.0,18.0,211.0,2019-10-12,08:06:00 PM,20:06:00,20,-0.730835964278124,0.6825531432186542,1178108.0,1857961.0
11858893,10/12/2019 08:05:00 PM,1812,NARCOTICS,STREET,1,0,29.0,25.0,18,2019,10/19/2019 04:04:21 PM,41.87579865,-87.751548394,22216.0,26.0,184.0,23.0,32.0,25.0,137.0,2019-10-12,08:05:00 PM,20:05:00,20,-0.730835964278124,0.6825531432186542,1142694.0,1897868.0
11859663,10/12/2019 08:04:00 PM,460,BATTERY,STREET,0,0,35.0,22.0,08B,2019,10/19/2019 04:04:21 PM,41.931055516,-87.71306156700001,22535.0,23.0,72.0,12.0,1.0,7.0,168.0,2019-10-12,08:04:00 PM,20:04:00,20,-0.730835964278124,0.6825531432186542,1153030.0,1918077.0
11859079,10/12/2019 08:00:00 PM,820,THEFT,STREET,0,0,27.0,28.0,06,2019,10/19/2019 04:04:21 PM,41.885833969000004,-87.654479717,14917.0,29.0,63.0,46.0,44.0,15.0,76.0,2019-10-12,08:00:00 PM,20:00:00,20,-0.730835964278124,0.6825531432186542,1169101.0,1901719.0
11862185,10/12/2019 08:00:00 PM,620,BURGLARY,APARTMENT,0,0,6.0,69.0,05,2019,10/19/2019 04:04:21 PM,41.765691026,-87.616280694,22260.0,67.0,514.0,32.0,60.0,18.0,211.0,2019-10-12,08:00:00 PM,20:00:00,20,-0.730835964278124,0.6825531432186542,1179868.0,1858024.0
11859497,10/12/2019 08:00:00 PM,1310,CRIMINAL DAMAGE,RESIDENCE,0,0,21.0,49.0,14,2019,10/19/2019 04:04:21 PM,41.728245526,-87.625218379,21554.0,45.0,187.0,13.0,59.0,20.0,242.0,2019-10-12,08:00:00 PM,20:00:00,20,-0.730835964278124,0.6825531432186542,1177542.0,1844359.0
11859056,10/12/2019 08:00:00 PM,460,BATTERY,OTHER,0,0,18.0,66.0,08B,2019,10/19/2019 04:04:21 PM,41.758352282,-87.683071596,22257.0,64.0,333.0,30.0,23.0,13.0,226.0,2019-10-12,08:00:00 PM,20:00:00,20,-0.730835964278124,0.6825531432186542,1161667.0,1855205.0
11858957,10/12/2019 07:55:00 PM,860,THEFT,DEPARTMENT STORE,1,0,42.0,32.0,06,2019,10/19/2019 04:04:21 PM,41.883500186999996,-87.627876698,14310.0,38.0,580.0,36.0,41.0,22.0,88.0,2019-10-12,07:55:00 PM,19:55:00,19,-0.8878852184023756,0.4600650377311516,1176352.0,1900927.0
11858899,10/12/2019 07:55:00 PM,5000,OTHER OFFENSE,CHA HALLWAY/STAIRWELL/ELEVATOR,0,0,27.0,8.0,26,2019,10/19/2019 04:04:21 PM,41.908430535,-87.638509526,14926.0,37.0,309.0,46.0,54.0,14.0,198.0,2019-10-12,07:55:00 PM,19:55:00,19,-0.8878852184023756,0.4600650377311516,1173383.0,1909988.0
11859035,10/12/2019 07:54:00 PM,1320,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,0,0,45.0,16.0,14,2019,10/19/2019 04:04:21 PM,41.946503007,-87.71770155,21538.0,16.0,326.0,50.0,39.0,1.0,20.0,2019-10-12,07:54:00 PM,19:54:00,19,-0.8878852184023756,0.4600650377311516,1151727.0,1923697.0
11858908,10/12/2019 07:50:00 PM,560,ASSAULT,RESTAURANT,0,0,5.0,39.0,08A,2019,10/19/2019 04:04:21 PM,41.805869465,-87.585195364,21192.0,5.0,400.0,33.0,10.0,24.0,113.0,2019-10-12,07:50:00 PM,19:50:00,19,-0.8878852184023756,0.4600650377311516,1188221.0,1872737.0
11858880,10/12/2019 07:50:00 PM,1320,CRIMINAL DAMAGE,STREET,0,0,23.0,56.0,14,2019,10/19/2019 04:04:21 PM,41.793416834,-87.78184018,22268.0,53.0,588.0,6.0,7.0,13.0,131.0,2019-10-12,07:50:00 PM,19:50:00,19,-0.8878852184023756,0.4600650377311516,1134637.0,1867794.0
11858856,10/12/2019 07:47:00 PM,2014,NARCOTICS,SIDEWALK,1,0,27.0,23.0,18,2019,10/19/2019 04:04:21 PM,41.891770903,-87.71799234,21572.0,24.0,584.0,46.0,30.0,16.0,82.0,2019-10-12,07:47:00 PM,19:47:00,19,-0.8878852184023756,0.4600650377311516,1151791.0,1903752.0
11858874,10/12/2019 07:45:00 PM,1345,CRIMINAL DAMAGE,STREET,0,0,3.0,33.0,14,2019,10/19/2019 04:04:21 PM,41.863642218,-87.627331436,14913.0,34.0,330.0,9.0,35.0,22.0,94.0,2019-10-12,07:45:00 PM,19:45:00,19,-0.8878852184023756,0.4600650377311516,1176560.0,1893692.0
11859032,10/12/2019 07:45:00 PM,560,ASSAULT,RESIDENCE,0,1,18.0,70.0,08A,2019,10/19/2019 04:04:21 PM,41.747410246,-87.68104927600002,21554.0,69.0,243.0,30.0,59.0,13.0,226.0,2019-10-12,07:45:00 PM,19:45:00,19,-0.8878852184023756,0.4600650377311516,1162249.0,1851222.0
11858854,10/12/2019 07:45:00 PM,1320,CRIMINAL DAMAGE,STREET,0,0,6.0,68.0,14,2019,10/19/2019 04:04:21 PM,41.769809226999996,-87.645748107,21559.0,66.0,410.0,32.0,11.0,17.0,202.0,2019-10-12,07:45:00 PM,19:45:00,19,-0.8878852184023756,0.4600650377311516,1171817.0,1859459.0
11858820,10/12/2019 07:45:00 PM,2092,NARCOTICS,STREET,1,0,27.0,23.0,18,2019,10/19/2019 04:04:21 PM,41.894572245,-87.71994515700001,21572.0,24.0,584.0,46.0,30.0,16.0,66.0,2019-10-12,07:45:00 PM,19:45:00,19,-0.8878852184023756,0.4600650377311516,1151252.0,1904769.0
11858926,10/12/2019 07:42:00 PM,860,THEFT,GROCERY FOOD STORE,1,0,45.0,15.0,06,2019,10/19/2019 04:04:21 PM,41.953443342,-87.74495704799999,22618.0,15.0,139.0,50.0,21.0,1.0,25.0,2019-10-12,07:42:00 PM,19:42:00,19,-0.8878852184023756,0.4600650377311516,1144295.0,1926174.0
11858859,10/12/2019 07:40:00 PM,810,THEFT,STREET,0,0,33.0,14.0,06,2019,10/19/2019 04:04:21 PM,41.967537951,-87.70967049299999,21849.0,14.0,118.0,20.0,20.0,1.0,1.0,2019-10-12,07:40:00 PM,19:40:00,19,-0.8878852184023756,0.4600650377311516,1153856.0,1931378.0
11858960,10/12/2019 07:40:00 PM,560,ASSAULT,DEPARTMENT STORE,0,0,42.0,32.0,08A,2019,10/19/2019 04:04:21 PM,41.878638996,-87.627691486,14912.0,38.0,92.0,36.0,29.0,22.0,126.0,2019-10-12,07:40:00 PM,19:40:00,19,-0.8878852184023756,0.4600650377311516,1176417.0,1899156.0
11858825,10/12/2019 07:35:00 PM,5002,OTHER OFFENSE,STREET,0,0,3.0,40.0,26,2019,10/19/2019 04:04:21 PM,41.796005609,-87.62087904200001,21192.0,7.0,401.0,9.0,10.0,24.0,125.0,2019-10-12,07:35:00 PM,19:35:00,19,-0.8878852184023756,0.4600650377311516,1178522.0,1869060.0
11858861,10/12/2019 07:31:00 PM,502,OTHER OFFENSE,STREET,1,0,7.0,46.0,26,2019,10/19/2019 04:04:21 PM,41.748948317,-87.566185083,21202.0,42.0,478.0,37.0,25.0,19.0,234.0,2019-10-12,07:31:00 PM,19:31:00,19,-0.8878852184023756,0.4600650377311516,1193589.0,1852041.0
11859034,10/12/2019 07:30:00 PM,1320,CRIMINAL DAMAGE,STREET,0,0,38.0,15.0,14,2019,10/19/2019 04:04:21 PM,41.953091943000004,-87.774028663,22254.0,15.0,311.0,19.0,52.0,12.0,27.0,2019-10-12,07:30:00 PM,19:30:00,19,-0.8878852184023756,0.4600650377311516,1136388.0,1925993.0
11859680,10/12/2019 07:30:00 PM,320,ROBBERY,RESIDENCE,0,0,17.0,71.0,03,2019,10/19/2019 04:04:21 PM,41.74994477,-87.642801193,21554.0,70.0,529.0,31.0,59.0,20.0,229.0,2019-10-12,07:30:00 PM,19:30:00,19,-0.8878852184023756,0.4600650377311516,1172679.0,1852227.0
11858983,10/12/2019 07:30:00 PM,486,BATTERY,RESIDENCE,0,0,34.0,49.0,08B,2019,10/19/2019 04:04:21 PM,41.705206991,-87.63418707299999,21861.0,45.0,525.0,22.0,19.0,9.0,258.0,2019-10-12,07:30:00 PM,19:30:00,19,-0.8878852184023756,0.4600650377311516,1175162.0,1835944.0
